food_name,dietary_type,meal_type,calories,protein,carbs,fats,portion_size,preparation_time,cuisine_type,ingredients,cooking_method,allergens,seasonality,difficulty_level,recipe_link
Chicken Wrap 926,Mediterranean,Dinner,199,10,84,34,2 serving(s),52,Asian,"Ingredient 2, Ingredient 17",No-Cook,None,Fall,Hard,https://example.com/recipe_926
Tofu Curry 927,Mediterranean,Post-workout,481,31,47,35,1 serving(s),55,American,"Ingredient 3, Ingredient 13",Steam,gluten,Summer,Medium,https://example.com/recipe_927
Grilled Chicken 928,No Restrictions,Breakfast,693,44,22,12,1 serving(s),25,Asian,"Ingredient 10, Ingredient 19",Steam,shellfish,All Year,Medium,https://example.com/recipe_928
Vegan Stir-Fry 929,Mediterranean,Post-workout,234,17,25,16,3 serving(s),30,Middle Eastern,"Ingredient 7, Ingredient 15",Bake,nuts,Summer,Medium,https://example.com/recipe_929
Smoothie 930,Gluten-Free,Snacks,556,50,6,40,1 serving(s),54,Asian,"Ingredient 5, Ingredient 17",Bake,fish,Spring,Hard,https://example.com/recipe_930
Smoothie 931,Gluten-Free,Dinner,611,9,52,24,1 serving(s),49,International,"Ingredient 9, Ingredient 16",Air-fry,eggs,Fall,Hard,https://example.com/recipe_931
Tofu Curry 932,No Restrictions,Pre-workout,798,40,94,14,2 serving(s),49,Middle Eastern,"Ingredient 9, Ingredient 16",Bake,fish,Spring,Medium,https://example.com/recipe_932
Salmon Steak 933,No Restrictions,Post-workout,370,43,11,22,3 serving(s),59,International,"Ingredient 3, Ingredient 11",Slow-cook,None,Fall,Hard,https://example.com/recipe_933
Vegan Stir-Fry 934,Keto,Dinner,590,29,27,20,1 serving(s),10,Indian,"Ingredient 8, Ingredient 19",Slow-cook,None,Summer,Medium,https://example.com/recipe_934
Grilled Chicken 935,Vegetarian,Snacks,785,32,42,29,1 serving(s),16,Italian,"Ingredient 1, Ingredient 14",Boil,soy,All Year,Hard,https://example.com/recipe_935
Pasta Primavera 936,Mediterranean,Dinner,553,16,53,35,2 serving(s),14,Mexican,"Ingredient 8, Ingredient 13",Grill,eggs,Winter,Hard,https://example.com/recipe_936
Chicken Wrap 937,Gluten-Free,Pre-workout,167,39,77,20,3 serving(s),30,Mexican,"Ingredient 8, Ingredient 16",Steam,nuts,Spring,Easy,https://example.com/recipe_937
Grilled Chicken 938,Keto,Dinner,439,27,90,50,1 serving(s),42,American,"Ingredient 10, Ingredient 12",Grill,gluten,All Year,Hard,https://example.com/recipe_938
Quinoa Bowl 939,Vegetarian,Dinner,769,6,97,2,2 serving(s),45,Asian,"Ingredient 2, Ingredient 17",Grill,eggs,All Year,Medium,https://example.com/recipe_939
Chicken Wrap 940,No Restrictions,Lunch,433,49,64,10,3 serving(s),56,Middle Eastern,"Ingredient 4, Ingredient 14",Boil,eggs,Spring,Medium,https://example.com/recipe_940
Keto Egg Salad 941,Vegan,Snacks,370,27,97,16,2 serving(s),9,Mediterranean,"Ingredient 6, Ingredient 15",Pan-fry,soy,Fall,Hard,https://example.com/recipe_941
Tofu Curry 942,Vegetarian,Snacks,587,19,100,26,2 serving(s),35,Middle Eastern,"Ingredient 9, Ingredient 11",Pan-fry,shellfish,Summer,Medium,https://example.com/recipe_942
Vegan Stir-Fry 943,Paleo,Snacks,632,7,89,41,2 serving(s),60,International,"Ingredient 8, Ingredient 18",Grill,shellfish,Summer,Easy,https://example.com/recipe_943
Salmon Steak 944,Mediterranean,Post-workout,566,32,1,17,1 serving(s),59,International,"Ingredient 4, Ingredient 15",Air-fry,soy,Fall,Easy,https://example.com/recipe_944
Keto Egg Salad 945,No Restrictions,Pre-workout,772,49,48,11,3 serving(s),11,Italian,"Ingredient 3, Ingredient 12",Bake,nuts,Fall,Hard,https://example.com/recipe_945
Keto Egg Salad 946,Vegan,Dinner,603,27,94,24,3 serving(s),35,Mexican,"Ingredient 6, Ingredient 15",No-Cook,nuts,All Year,Easy,https://example.com/recipe_946
Chicken Wrap 947,Mediterranean,Breakfast,601,44,76,15,2 serving(s),33,American,"Ingredient 8, Ingredient 11",Boil,dairy,Summer,Hard,https://example.com/recipe_947
Grilled Chicken 948,No Restrictions,Breakfast,196,33,34,7,1 serving(s),35,Mediterranean,"Ingredient 7, Ingredient 19",Steam,eggs,All Year,Medium,https://example.com/recipe_948
Smoothie 949,No Restrictions,Lunch,564,18,28,14,1 serving(s),58,International,"Ingredient 8, Ingredient 11",Air-fry,nuts,Spring,Easy,https://example.com/recipe_949
Chicken Wrap 950,Paleo,Snacks,338,33,42,17,3 serving(s),59,Mexican,"Ingredient 9, Ingredient 18",Grill,shellfish,Winter,Hard,https://example.com/recipe_950
Chicken Wrap 951,Vegan,Pre-workout,590,27,79,46,3 serving(s),30,Indian,"Ingredient 10, Ingredient 11",Bake,nuts,Fall,Easy,https://example.com/recipe_951
Oatmeal 952,Vegetarian,Pre-workout,575,47,21,13,3 serving(s),24,Mexican,"Ingredient 2, Ingredient 17",Bake,nuts,Fall,Medium,https://example.com/recipe_952
Salmon Steak 953,Vegetarian,Dinner,421,46,90,10,2 serving(s),40,American,"Ingredient 5, Ingredient 12",Bake,soy,Winter,Hard,https://example.com/recipe_953
Keto Egg Salad 954,Paleo,Dinner,323,31,27,42,1 serving(s),35,Indian,"Ingredient 6, Ingredient 14",No-Cook,shellfish,Fall,Hard,https://example.com/recipe_954
Tofu Curry 955,Vegan,Dinner,343,22,67,32,1 serving(s),12,Asian,"Ingredient 10, Ingredient 17",No-Cook,nuts,Fall,Easy,https://example.com/recipe_955
Chicken Wrap 956,Mediterranean,Pre-workout,388,36,58,39,1 serving(s),35,Mediterranean,"Ingredient 5, Ingredient 15",No-Cook,fish,Winter,Hard,https://example.com/recipe_956
Chicken Wrap 957,Vegetarian,Dinner,109,27,99,12,1 serving(s),43,Italian,"Ingredient 3, Ingredient 13",Air-fry,gluten,Spring,Easy,https://example.com/recipe_957
Keto Egg Salad 958,Mediterranean,Lunch,205,41,29,49,3 serving(s),7,International,"Ingredient 10, Ingredient 19",Boil,fish,All Year,Medium,https://example.com/recipe_958
Grilled Chicken 959,Gluten-Free,Lunch,759,21,31,41,2 serving(s),12,Mediterranean,"Ingredient 3, Ingredient 18",Grill,fish,Fall,Hard,https://example.com/recipe_959
Pasta Primavera 960,Mediterranean,Post-workout,119,17,2,18,2 serving(s),5,Asian,"Ingredient 9, Ingredient 11",No-Cook,gluten,All Year,Easy,https://example.com/recipe_960
Salmon Steak 961,Keto,Breakfast,456,47,68,6,1 serving(s),37,Middle Eastern,"Ingredient 10, Ingredient 15",Boil,gluten,Fall,Medium,https://example.com/recipe_961
Smoothie 962,Keto,Dinner,265,34,54,21,2 serving(s),46,American,"Ingredient 8, Ingredient 16",Pan-fry,dairy,Fall,Hard,https://example.com/recipe_962
Vegan Stir-Fry 963,Vegetarian,Dinner,751,34,49,28,3 serving(s),41,American,"Ingredient 6, Ingredient 14",Steam,eggs,Fall,Hard,https://example.com/recipe_963
Chicken Wrap 964,No Restrictions,Lunch,593,38,51,13,1 serving(s),28,Asian,"Ingredient 8, Ingredient 12",Air-fry,soy,Winter,Hard,https://example.com/recipe_964
Pasta Primavera 965,Paleo,Dinner,344,13,91,10,3 serving(s),49,American,"Ingredient 3, Ingredient 11",Grill,fish,All Year,Hard,https://example.com/recipe_965
Keto Egg Salad 966,Vegetarian,Breakfast,381,46,32,9,3 serving(s),16,Mediterranean,"Ingredient 2, Ingredient 17",Steam,dairy,Summer,Easy,https://example.com/recipe_966
Tofu Curry 967,Mediterranean,Breakfast,721,20,8,6,3 serving(s),23,American,"Ingredient 4, Ingredient 12",Pan-fry,nuts,Spring,Medium,https://example.com/recipe_967
Grilled Chicken 968,Paleo,Lunch,528,22,48,16,2 serving(s),9,American,"Ingredient 2, Ingredient 11",Bake,soy,Spring,Easy,https://example.com/recipe_968
Oatmeal 969,Mediterranean,Lunch,751,33,20,3,1 serving(s),12,Mediterranean,"Ingredient 3, Ingredient 13",Boil,soy,Winter,Hard,https://example.com/recipe_969
Chicken Wrap 970,Vegetarian,Breakfast,772,9,82,23,1 serving(s),7,Italian,"Ingredient 5, Ingredient 19",Boil,None,All Year,Medium,https://example.com/recipe_970
Smoothie 971,Paleo,Pre-workout,150,11,44,34,2 serving(s),24,Italian,"Ingredient 5, Ingredient 13",Slow-cook,nuts,Winter,Hard,https://example.com/recipe_971
Keto Egg Salad 972,Vegetarian,Lunch,601,45,0,30,1 serving(s),24,Mediterranean,"Ingredient 5, Ingredient 13",No-Cook,fish,Fall,Medium,https://example.com/recipe_972
Tofu Curry 973,No Restrictions,Breakfast,562,34,43,8,2 serving(s),57,International,"Ingredient 7, Ingredient 12",Bake,nuts,All Year,Easy,https://example.com/recipe_973
Salmon Steak 974,Paleo,Lunch,311,43,77,3,2 serving(s),10,International,"Ingredient 1, Ingredient 20",Slow-cook,eggs,Summer,Easy,https://example.com/recipe_974
Grilled Chicken 975,Mediterranean,Lunch,524,39,79,28,1 serving(s),45,Italian,"Ingredient 1, Ingredient 12",No-Cook,nuts,Fall,Easy,https://example.com/recipe_975
Pasta Primavera 976,Vegan,Pre-workout,745,13,2,13,2 serving(s),60,Italian,"Ingredient 1, Ingredient 11",Boil,dairy,Spring,Easy,https://example.com/recipe_976
Grilled Chicken 977,Paleo,Pre-workout,672,47,19,27,2 serving(s),33,American,"Ingredient 5, Ingredient 19",Boil,eggs,Spring,Hard,https://example.com/recipe_977
Smoothie 978,Keto,Lunch,597,40,52,10,3 serving(s),14,Italian,"Ingredient 10, Ingredient 19",Bake,dairy,Fall,Hard,https://example.com/recipe_978
Chicken Wrap 979,Paleo,Dinner,591,26,81,2,3 serving(s),40,International,"Ingredient 1, Ingredient 16",Grill,gluten,Summer,Medium,https://example.com/recipe_979
Pasta Primavera 980,Gluten-Free,Dinner,588,9,48,45,2 serving(s),40,Asian,"Ingredient 9, Ingredient 18",Pan-fry,nuts,All Year,Medium,https://example.com/recipe_980
Tofu Curry 981,Gluten-Free,Post-workout,322,17,17,19,3 serving(s),20,Mediterranean,"Ingredient 5, Ingredient 17",No-Cook,fish,Summer,Medium,https://example.com/recipe_981
Quinoa Bowl 982,Vegan,Lunch,163,17,37,50,3 serving(s),21,Middle Eastern,"Ingredient 1, Ingredient 15",Slow-cook,nuts,Winter,Easy,https://example.com/recipe_982
Grilled Chicken 983,Vegetarian,Dinner,582,7,94,23,2 serving(s),35,Mexican,"Ingredient 5, Ingredient 13",Boil,eggs,Fall,Hard,https://example.com/recipe_983
Smoothie 984,Keto,Post-workout,744,15,24,31,1 serving(s),49,Asian,"Ingredient 3, Ingredient 11",Slow-cook,dairy,Summer,Easy,https://example.com/recipe_984
Quinoa Bowl 985,Vegan,Pre-workout,481,7,29,29,1 serving(s),36,Indian,"Ingredient 1, Ingredient 16",No-Cook,None,Fall,Hard,https://example.com/recipe_985
Smoothie 986,Vegan,Breakfast,667,25,91,36,1 serving(s),27,Mediterranean,"Ingredient 5, Ingredient 16",Bake,eggs,Winter,Medium,https://example.com/recipe_986
Smoothie 987,Keto,Snacks,372,24,85,31,3 serving(s),20,Asian,"Ingredient 3, Ingredient 17",Boil,dairy,Summer,Hard,https://example.com/recipe_987
Salmon Steak 988,Mediterranean,Post-workout,154,5,12,4,3 serving(s),25,Italian,"Ingredient 6, Ingredient 11",Grill,None,Fall,Easy,https://example.com/recipe_988
Tofu Curry 989,Gluten-Free,Snacks,732,30,1,44,3 serving(s),54,Mediterranean,"Ingredient 4, Ingredient 19",Steam,soy,All Year,Easy,https://example.com/recipe_989
Tofu Curry 990,Keto,Lunch,298,20,63,20,3 serving(s),41,Mediterranean,"Ingredient 8, Ingredient 12",Bake,gluten,Spring,Easy,https://example.com/recipe_990
Oatmeal 991,Vegetarian,Lunch,270,21,80,21,3 serving(s),42,Middle Eastern,"Ingredient 1, Ingredient 14",Pan-fry,fish,All Year,Hard,https://example.com/recipe_991
Quinoa Bowl 992,Vegetarian,Lunch,211,21,75,22,2 serving(s),39,American,"Ingredient 5, Ingredient 15",Pan-fry,eggs,Summer,Easy,https://example.com/recipe_992
Smoothie 993,Paleo,Snacks,560,47,99,12,3 serving(s),24,Indian,"Ingredient 4, Ingredient 19",Steam,shellfish,Winter,Medium,https://example.com/recipe_993
Vegan Stir-Fry 994,Vegan,Lunch,794,42,77,41,3 serving(s),46,American,"Ingredient 10, Ingredient 13",Air-fry,gluten,Summer,Hard,https://example.com/recipe_994
Quinoa Bowl 995,Gluten-Free,Snacks,687,27,3,4,2 serving(s),45,Middle Eastern,"Ingredient 2, Ingredient 15",Bake,gluten,Fall,Easy,https://example.com/recipe_995
Chicken Wrap 996,No Restrictions,Breakfast,240,28,88,5,2 serving(s),24,Indian,"Ingredient 3, Ingredient 17",Bake,nuts,Spring,Easy,https://example.com/recipe_996
Oatmeal 997,Vegetarian,Snacks,739,49,63,16,2 serving(s),59,Mexican,"Ingredient 8, Ingredient 20",Pan-fry,gluten,All Year,Easy,https://example.com/recipe_997
Grilled Chicken 998,Gluten-Free,Dinner,416,21,87,43,1 serving(s),35,Asian,"Ingredient 6, Ingredient 13",Boil,soy,Fall,Easy,https://example.com/recipe_998
Quinoa Bowl 999,Mediterranean,Breakfast,693,22,36,10,1 serving(s),54,Asian,"Ingredient 3, Ingredient 15",Grill,fish,Fall,Medium,https://example.com/recipe_999
