Workout_Name,Duration,Intensity,Goal,Level
Cycling,30,Medium,Weight Loss,Intermediate
HIIT,89,Medium,Endurance,Advanced
HIIT,44,Medium,Muscle Gain,Advanced
Yoga,66,Low,General Fitness,Advanced
Cycling,83,Low,Muscle Gain,Intermediate
Pilates,48,Medium,Muscle Gain,Advanced
Boxing,88,High,Flexibility,Intermediate
CrossFit,41,Low,Flexibility,Advanced
Strength Training,23,Medium,Weight Loss,Intermediate
Boxing,53,Medium,Endurance,Intermediate
Yoga,16,High,Muscle Gain,Advanced
HIIT,26,Medium,Endurance,Intermediate
CrossFit,64,Medium,Endurance,Advanced
Cycling,26,High,Muscle Gain,Advanced
Cycling,88,Low,Endurance,Beginner
Pilates,36,High,Flexibility,Beginner
Yoga,80,High,Weight Loss,Intermediate
Swimming,50,Low,Muscle Gain,Beginner
Boxing,80,Medium,Muscle Gain,Advanced
Strength Training,51,Medium,Muscle Gain,Advanced
Swimming,54,High,General Fitness,Beginner
Cardio,24,High,Muscle Gain,Intermediate
Boxing,36,Low,Muscle Gain,Intermediate
Running,48,Medium,Muscle Gain,Advanced
Strength Training,83,High,Endurance,Advanced
Cycling,49,Medium,Muscle Gain,Intermediate
Cycling,28,High,Flexibility,Beginner
Running,68,Medium,Flexibility,Advanced
CrossFit,39,High,General Fitness,Intermediate
Running,45,Low,General Fitness,Advanced
Cardio,70,High,Muscle Gain,Beginner
Cardio,17,Low,Muscle Gain,Intermediate
Strength Training,17,Low,Flexibility,Intermediate
HIIT,39,High,Flexibility,Advanced
HIIT,74,Low,Endurance,Advanced
Running,75,Medium,Weight Loss,Beginner
Strength Training,45,Low,Muscle Gain,Beginner
Running,70,Medium,General Fitness,Intermediate
Yoga,20,Low,Weight Loss,Intermediate
Cycling,78,High,Endurance,Beginner
CrossFit,60,High,General Fitness,Advanced
Cardio,28,High,Flexibility,Beginner
HIIT,24,Medium,Flexibility,Beginner
Cardio,66,High,Flexibility,Beginner
CrossFit,76,Low,Muscle Gain,Advanced
Running,22,High,Flexibility,Advanced
Swimming,22,Low,Flexibility,Intermediate
Swimming,87,Low,General Fitness,Advanced
HIIT,49,Low,Endurance,Advanced
Strength Training,75,Medium,General Fitness,Advanced
Swimming,37,High,Muscle Gain,Advanced
Boxing,85,Medium,Weight Loss,Beginner
Cardio,88,Medium,Flexibility,Beginner
Cycling,50,Medium,Muscle Gain,Advanced
Boxing,43,Medium,Endurance,Advanced
Running,41,High,Endurance,Intermediate
Cycling,82,Low,General Fitness,Advanced
Cardio,53,High,Endurance,Beginner
Pilates,30,Low,Muscle Gain,Advanced
Yoga,53,High,Flexibility,Advanced
Strength Training,63,Low,Muscle Gain,Intermediate
Cycling,85,Medium,Flexibility,Advanced
Cardio,17,Low,Weight Loss,Advanced
Pilates,22,Medium,General Fitness,Advanced
Boxing,30,Medium,Muscle Gain,Beginner
Cycling,27,Medium,Endurance,Beginner
Cycling,29,High,Flexibility,Beginner
Strength Training,86,Low,Endurance,Advanced
Yoga,43,Medium,Weight Loss,Intermediate
HIIT,68,Medium,Endurance,Intermediate
Pilates,47,Medium,General Fitness,Intermediate
Boxing,75,Low,Flexibility,Advanced
Yoga,42,Medium,Muscle Gain,Advanced
Cycling,48,Low,Flexibility,Advanced
Running,17,Medium,Weight Loss,Beginner
Cardio,60,Low,General Fitness,Advanced
Running,40,High,Weight Loss,Beginner
HIIT,74,High,Weight Loss,Intermediate
HIIT,19,Low,Endurance,Intermediate
HIIT,79,High,General Fitness,Beginner
Running,19,Medium,Muscle Gain,Beginner
CrossFit,27,Low,Endurance,Intermediate
Boxing,28,Medium,Flexibility,Beginner
Strength Training,47,High,Flexibility,Advanced
Cardio,88,Low,Muscle Gain,Intermediate
CrossFit,25,Medium,General Fitness,Intermediate
Cardio,62,Medium,Endurance,Beginner
Cycling,63,Medium,Endurance,Advanced
Cardio,47,High,Weight Loss,Advanced
Yoga,20,Medium,Endurance,Advanced
Cycling,85,Medium,Flexibility,Advanced
Yoga,18,Low,Weight Loss,Beginner
Pilates,15,Low,Endurance,Advanced
Boxing,45,Medium,Muscle Gain,Beginner
Running,33,High,Flexibility,Intermediate
Cycling,36,Medium,Weight Loss,Advanced
Boxing,42,High,Weight Loss,Intermediate
HIIT,87,Medium,Flexibility,Intermediate
Swimming,63,Low,Endurance,Intermediate
Running,82,Medium,Weight Loss,Beginner
HIIT,65,Medium,Muscle Gain,Advanced
Strength Training,42,Medium,Endurance,Beginner
Boxing,52,Low,Endurance,Advanced
Cardio,37,Medium,Weight Loss,Intermediate
Cardio,80,High,General Fitness,Intermediate
Swimming,67,Medium,Weight Loss,Advanced
Cardio,72,Medium,General Fitness,Advanced
Yoga,74,High,General Fitness,Beginner
Running,51,Low,Flexibility,Advanced
Running,64,Low,Endurance,Intermediate
Yoga,25,Medium,General Fitness,Advanced
Cardio,30,Low,Muscle Gain,Advanced
Strength Training,70,Medium,General Fitness,Beginner
Cycling,31,Medium,Muscle Gain,Intermediate
Strength Training,32,High,Weight Loss,Intermediate
Boxing,21,High,Muscle Gain,Advanced
Swimming,55,Low,Endurance,Advanced
Running,57,High,Weight Loss,Beginner
Running,80,High,Muscle Gain,Advanced
Cardio,52,Medium,Muscle Gain,Beginner
Swimming,22,High,Muscle Gain,Advanced
Swimming,22,Low,General Fitness,Advanced
CrossFit,40,High,Weight Loss,Advanced
Swimming,64,High,General Fitness,Intermediate
Cardio,57,High,Weight Loss,Intermediate
Strength Training,77,High,Flexibility,Advanced
Cycling,64,Low,Flexibility,Advanced
Cycling,64,High,General Fitness,Intermediate
HIIT,42,Low,Weight Loss,Intermediate
Cardio,76,High,Muscle Gain,Advanced
Pilates,72,High,Muscle Gain,Intermediate
Yoga,74,Low,Flexibility,Intermediate
Cycling,70,High,Weight Loss,Advanced
Boxing,36,Medium,Flexibility,Intermediate
Running,28,Medium,Endurance,Beginner
Boxing,85,High,Flexibility,Beginner
Running,57,Medium,General Fitness,Intermediate
Running,18,Medium,Muscle Gain,Advanced
Cycling,44,High,Muscle Gain,Beginner
CrossFit,29,Low,Endurance,Advanced
Pilates,25,Medium,General Fitness,Intermediate
Pilates,65,High,Endurance,Intermediate
Running,74,High,Muscle Gain,Beginner
Running,43,Medium,Muscle Gain,Intermediate
Pilates,43,Low,Weight Loss,Beginner
Strength Training,38,Medium,Muscle Gain,Intermediate
Swimming,70,Low,Muscle Gain,Beginner
Yoga,19,Low,Muscle Gain,Intermediate
Cycling,37,High,Weight Loss,Intermediate
Pilates,31,Medium,Weight Loss,Beginner
Yoga,18,High,Muscle Gain,Advanced
Boxing,41,High,General Fitness,Advanced
Cycling,88,Low,Endurance,Intermediate
HIIT,37,Low,Flexibility,Advanced
Cardio,87,Low,Muscle Gain,Advanced
Yoga,35,Low,Weight Loss,Beginner
Swimming,78,High,General Fitness,Intermediate
Running,54,Low,General Fitness,Advanced
Cardio,28,Medium,Endurance,Beginner
Pilates,85,Low,General Fitness,Beginner
Cardio,20,Low,General Fitness,Intermediate
CrossFit,83,Low,Endurance,Advanced
HIIT,41,Low,Endurance,Advanced
Yoga,27,Medium,Flexibility,Beginner
Strength Training,54,Medium,General Fitness,Intermediate
Strength Training,46,Low,Endurance,Intermediate
HIIT,87,High,Weight Loss,Advanced
Cardio,83,Medium,General Fitness,Beginner
CrossFit,74,Low,Endurance,Beginner
Cycling,63,High,Flexibility,Advanced
Cardio,21,Low,Muscle Gain,Intermediate
Cardio,40,Low,Flexibility,Advanced
Swimming,66,High,Endurance,Intermediate
HIIT,57,High,General Fitness,Beginner
Running,24,High,Flexibility,Advanced
Yoga,85,High,Weight Loss,Intermediate
Boxing,18,Medium,Muscle Gain,Beginner
Cardio,82,Medium,Muscle Gain,Intermediate
Pilates,79,High,General Fitness,Intermediate
Swimming,82,Medium,Endurance,Beginner
Pilates,45,Medium,Flexibility,Advanced
Pilates,81,Low,Weight Loss,Intermediate
Pilates,25,High,General Fitness,Intermediate
Cycling,68,Low,General Fitness,Beginner
Strength Training,87,Medium,Flexibility,Advanced
Running,69,High,Endurance,Beginner
Pilates,28,Medium,Weight Loss,Beginner
Strength Training,44,High,Flexibility,Beginner
HIIT,37,Low,General Fitness,Intermediate
Running,57,Medium,Muscle Gain,Advanced
Yoga,80,High,Endurance,Intermediate
Cardio,53,High,Flexibility,Advanced
Boxing,84,Medium,Muscle Gain,Advanced
Boxing,53,Medium,Weight Loss,Advanced
Running,31,High,Weight Loss,Beginner
Yoga,19,Medium,Weight Loss,Advanced
Boxing,68,Medium,General Fitness,Advanced
Pilates,55,High,Flexibility,Beginner
HIIT,66,Low,Endurance,Intermediate
Swimming,21,Medium,Weight Loss,Advanced
HIIT,29,High,Endurance,Advanced
Swimming,87,Low,Weight Loss,Intermediate
Cardio,57,Medium,General Fitness,Intermediate
Swimming,50,High,Flexibility,Beginner
Cycling,90,High,Muscle Gain,Beginner
Running,61,Low,General Fitness,Beginner
Yoga,54,Medium,Weight Loss,Advanced
Cardio,24,High,General Fitness,Intermediate
CrossFit,63,High,Endurance,Intermediate
HIIT,86,High,Endurance,Intermediate
Running,84,High,Flexibility,Beginner
CrossFit,80,Medium,General Fitness,Advanced
Strength Training,71,High,General Fitness,Advanced
Pilates,54,Medium,Endurance,Intermediate
Yoga,67,Medium,Weight Loss,Beginner
Running,83,High,Flexibility,Advanced
Strength Training,23,Medium,Muscle Gain,Beginner
Boxing,84,Low,Endurance,Beginner
Boxing,19,High,General Fitness,Beginner
Pilates,29,Low,Endurance,Intermediate
Cardio,45,Low,Weight Loss,Beginner
CrossFit,24,High,Muscle Gain,Beginner
Pilates,56,High,Flexibility,Advanced
Boxing,74,Low,Endurance,Intermediate
Boxing,83,Medium,Muscle Gain,Beginner
Strength Training,50,Medium,General Fitness,Beginner
Boxing,67,High,Muscle Gain,Intermediate
Boxing,83,Medium,Muscle Gain,Intermediate
Boxing,18,High,Weight Loss,Advanced
Boxing,34,Medium,Endurance,Intermediate
Swimming,90,Low,Muscle Gain,Advanced
Cycling,65,Low,Flexibility,Intermediate
Pilates,36,Medium,Weight Loss,Beginner
Running,34,Low,General Fitness,Intermediate
Pilates,46,High,Endurance,Beginner
Pilates,81,Low,Muscle Gain,Advanced
Strength Training,81,High,Flexibility,Beginner
Swimming,61,High,Endurance,Advanced
HIIT,17,Low,Endurance,Beginner
Pilates,84,High,Muscle Gain,Intermediate
Cardio,45,High,General Fitness,Intermediate
HIIT,80,Low,Endurance,Intermediate
Yoga,55,Medium,Muscle Gain,Intermediate
Running,19,Low,Muscle Gain,Intermediate
Yoga,35,Low,Muscle Gain,Beginner
Swimming,40,High,Flexibility,Beginner
Running,64,Medium,Muscle Gain,Beginner
HIIT,31,Medium,General Fitness,Beginner
Yoga,21,Low,Muscle Gain,Intermediate
Pilates,21,Medium,Endurance,Advanced
Cycling,80,High,Muscle Gain,Intermediate
Running,70,Low,Endurance,Advanced
Yoga,72,Medium,General Fitness,Advanced
Pilates,15,Medium,Muscle Gain,Intermediate
Swimming,77,Medium,Muscle Gain,Intermediate
CrossFit,49,Medium,Muscle Gain,Intermediate
Running,27,Low,Endurance,Intermediate
HIIT,74,Medium,Endurance,Advanced
Swimming,59,High,General Fitness,Intermediate
Running,90,Low,Muscle Gain,Beginner
Boxing,49,High,General Fitness,Advanced
Pilates,21,Medium,General Fitness,Intermediate
Pilates,37,Low,Weight Loss,Intermediate
Strength Training,54,Medium,Endurance,Intermediate
CrossFit,40,Medium,Weight Loss,Advanced
Swimming,85,Medium,General Fitness,Beginner
Boxing,19,Low,Flexibility,Advanced
Cardio,28,Medium,Muscle Gain,Advanced
Pilates,26,Medium,Muscle Gain,Advanced
CrossFit,73,Medium,Weight Loss,Intermediate
Yoga,50,Low,General Fitness,Beginner
Cycling,44,High,Flexibility,Advanced
Cardio,89,Low,Endurance,Advanced
Pilates,68,High,Endurance,Intermediate
Running,23,Low,Flexibility,Beginner
Cycling,74,Medium,Weight Loss,Intermediate
HIIT,34,High,Flexibility,Beginner
CrossFit,73,High,General Fitness,Beginner
Pilates,55,Medium,Flexibility,Intermediate
Pilates,60,Low,Muscle Gain,Beginner
Cardio,71,Low,Weight Loss,Advanced
Yoga,87,Medium,Weight Loss,Intermediate
Cycling,16,High,Weight Loss,Advanced
Cycling,47,Medium,General Fitness,Beginner
CrossFit,71,High,Endurance,Intermediate
Running,48,High,General Fitness,Intermediate
Strength Training,17,Medium,Flexibility,Advanced
HIIT,34,Low,Muscle Gain,Intermediate
HIIT,71,Low,Muscle Gain,Advanced
Cycling,36,Medium,General Fitness,Beginner
Swimming,49,High,General Fitness,Advanced
Cycling,49,High,Weight Loss,Intermediate
Pilates,44,High,Muscle Gain,Intermediate
HIIT,46,Medium,General Fitness,Beginner
Running,72,Medium,Weight Loss,Beginner
Swimming,39,High,Flexibility,Intermediate
Strength Training,79,Low,Endurance,Advanced
Swimming,47,Low,Flexibility,Intermediate
CrossFit,61,Low,General Fitness,Intermediate
Yoga,78,High,Endurance,Beginner
Yoga,33,Low,Muscle Gain,Beginner
Strength Training,37,Low,Muscle Gain,Beginner
Boxing,50,Medium,Weight Loss,Advanced
HIIT,57,High,Endurance,Intermediate
Swimming,62,High,Endurance,Intermediate
Cardio,70,Medium,Endurance,Beginner
Swimming,73,High,Muscle Gain,Beginner
CrossFit,16,Medium,Muscle Gain,Intermediate
Swimming,88,Low,Weight Loss,Intermediate
Strength Training,59,Low,Endurance,Advanced
Running,72,High,General Fitness,Advanced
Running,72,Low,Muscle Gain,Intermediate
Strength Training,85,Low,Weight Loss,Beginner
Cycling,44,High,Endurance,Beginner
Swimming,40,Medium,Flexibility,Beginner
Strength Training,33,Medium,Flexibility,Intermediate
HIIT,21,Low,Weight Loss,Advanced
Yoga,53,Medium,Flexibility,Advanced
Cycling,33,Low,General Fitness,Advanced
HIIT,74,High,General Fitness,Beginner
Running,32,High,Weight Loss,Intermediate
Boxing,51,Low,Flexibility,Intermediate
Swimming,84,Medium,Weight Loss,Advanced
Cardio,31,High,Endurance,Beginner
CrossFit,72,Low,General Fitness,Beginner
CrossFit,34,Low,Flexibility,Intermediate
Cardio,78,Low,Weight Loss,Intermediate
Cycling,15,Medium,Endurance,Beginner
Cycling,90,Low,Muscle Gain,Advanced
CrossFit,45,Medium,Muscle Gain,Intermediate
Strength Training,58,High,Endurance,Beginner
Cycling,35,Medium,Weight Loss,Intermediate
HIIT,25,Low,Weight Loss,Intermediate
Swimming,64,Medium,Weight Loss,Beginner
Swimming,33,High,General Fitness,Intermediate
Pilates,87,High,Muscle Gain,Intermediate
CrossFit,20,High,Endurance,Advanced
Boxing,19,High,Weight Loss,Intermediate
Cycling,61,High,Muscle Gain,Beginner
Cardio,33,Low,Weight Loss,Beginner
Strength Training,30,Low,Endurance,Beginner
HIIT,50,Medium,Endurance,Intermediate
CrossFit,88,Low,General Fitness,Beginner
HIIT,90,Low,Weight Loss,Advanced
Cycling,35,Low,Muscle Gain,Beginner
Swimming,74,High,Endurance,Intermediate
Cardio,72,High,Muscle Gain,Intermediate
Cycling,60,Low,Flexibility,Advanced
Running,69,Medium,General Fitness,Beginner
Boxing,89,Low,Flexibility,Advanced
Pilates,62,High,Endurance,Intermediate
Yoga,55,High,Flexibility,Beginner
Strength Training,89,Low,Muscle Gain,Advanced
Strength Training,46,High,Endurance,Intermediate
Running,58,Medium,General Fitness,Beginner
Yoga,59,Medium,General Fitness,Advanced
Cycling,68,Medium,General Fitness,Beginner
Cycling,51,High,Endurance,Beginner
Cardio,54,High,Endurance,Intermediate
Cardio,64,Medium,Endurance,Beginner
HIIT,37,Low,General Fitness,Intermediate
Strength Training,63,Low,Weight Loss,Advanced
Boxing,77,Medium,Endurance,Beginner
Boxing,50,High,General Fitness,Intermediate
Strength Training,48,Medium,Weight Loss,Beginner
Strength Training,72,Low,Muscle Gain,Intermediate
Yoga,62,Medium,General Fitness,Intermediate
Cycling,24,Medium,Weight Loss,Advanced
Cardio,63,High,General Fitness,Beginner
Swimming,54,High,Endurance,Intermediate
CrossFit,48,High,Weight Loss,Beginner
Strength Training,53,Medium,Flexibility,Advanced
Yoga,59,High,Weight Loss,Beginner
Swimming,79,High,General Fitness,Intermediate
Boxing,21,Medium,Weight Loss,Advanced
CrossFit,83,Low,Muscle Gain,Advanced
Running,70,Medium,Weight Loss,Beginner
Cardio,34,Low,Muscle Gain,Advanced
Running,53,Low,Weight Loss,Intermediate
HIIT,66,High,General Fitness,Advanced
CrossFit,45,Medium,Endurance,Beginner
Swimming,23,Low,Endurance,Advanced
Yoga,38,High,Flexibility,Intermediate
Cardio,57,Medium,Endurance,Intermediate
Strength Training,44,Medium,General Fitness,Beginner
Running,90,High,Muscle Gain,Advanced
Running,81,High,Endurance,Advanced
Cardio,50,High,Muscle Gain,Advanced
Yoga,20,High,Endurance,Advanced
Pilates,18,Medium,Flexibility,Advanced
Cardio,82,High,Weight Loss,Beginner
Cycling,77,Medium,General Fitness,Beginner
Yoga,72,Low,Flexibility,Advanced
Yoga,81,High,Weight Loss,Advanced
Cardio,37,Medium,Muscle Gain,Beginner
Swimming,56,High,Weight Loss,Intermediate
Pilates,16,Medium,Endurance,Advanced
CrossFit,27,Medium,Muscle Gain,Intermediate
HIIT,54,Medium,Flexibility,Beginner
Swimming,46,High,Weight Loss,Beginner
HIIT,24,Low,Flexibility,Intermediate
CrossFit,42,Medium,Flexibility,Advanced
Boxing,20,High,General Fitness,Beginner
Running,29,Medium,General Fitness,Advanced
Yoga,60,Low,Muscle Gain,Advanced
Yoga,48,High,Weight Loss,Advanced
HIIT,78,Medium,General Fitness,Advanced
Cardio,36,High,Weight Loss,Intermediate
Running,83,High,General Fitness,Intermediate
CrossFit,60,High,Flexibility,Beginner
Pilates,66,Low,General Fitness,Intermediate
Cycling,56,High,Weight Loss,Beginner
CrossFit,17,Low,Endurance,Intermediate
CrossFit,57,Low,General Fitness,Intermediate
Swimming,16,Low,Flexibility,Intermediate
Running,39,Low,Weight Loss,Intermediate
Swimming,48,High,Weight Loss,Beginner
Running,78,High,Muscle Gain,Advanced
Boxing,85,Low,Flexibility,Intermediate
Yoga,33,Low,Endurance,Beginner
Cycling,52,High,General Fitness,Intermediate
Running,82,High,Endurance,Beginner
Running,51,Medium,Endurance,Advanced
Yoga,39,Low,Weight Loss,Beginner
Boxing,86,Medium,Endurance,Beginner
Running,43,Medium,Flexibility,Beginner
Strength Training,79,Medium,Endurance,Intermediate
Swimming,15,Medium,Muscle Gain,Beginner
Cardio,52,Low,Weight Loss,Beginner
Cycling,19,High,Muscle Gain,Advanced
HIIT,66,Low,Muscle Gain,Beginner
Strength Training,33,High,Endurance,Intermediate
Cycling,43,Low,Muscle Gain,Beginner
Strength Training,15,Medium,Muscle Gain,Beginner
Strength Training,78,Medium,Muscle Gain,Beginner
Strength Training,36,Medium,Weight Loss,Beginner
Strength Training,78,High,Flexibility,Beginner
Yoga,41,Medium,Flexibility,Intermediate
Running,68,Low,General Fitness,Intermediate
Pilates,58,Low,Flexibility,Beginner
Cardio,88,Low,Endurance,Advanced
Cardio,72,High,Endurance,Beginner
Running,87,Low,Flexibility,Intermediate
Running,50,Low,General Fitness,Intermediate
Boxing,83,Low,Endurance,Beginner
CrossFit,82,Low,General Fitness,Beginner
Boxing,25,High,Endurance,Intermediate
Strength Training,45,Low,Weight Loss,Intermediate
CrossFit,23,Medium,General Fitness,Advanced
Yoga,24,Medium,Flexibility,Advanced
Pilates,59,High,Endurance,Intermediate
Boxing,31,High,Endurance,Beginner
Swimming,56,Medium,Endurance,Advanced
Yoga,68,High,Weight Loss,Beginner
Yoga,18,Medium,Endurance,Advanced
Swimming,26,Medium,General Fitness,Beginner
Boxing,19,High,Muscle Gain,Intermediate
Cardio,71,Low,Endurance,Intermediate
Cardio,89,Low,Weight Loss,Intermediate
Cardio,60,Low,General Fitness,Advanced
Cardio,83,High,Muscle Gain,Beginner
Yoga,89,Low,Endurance,Advanced
Boxing,48,Low,Weight Loss,Beginner
Pilates,53,High,Weight Loss,Intermediate
Strength Training,50,Low,Endurance,Beginner
Boxing,66,Medium,Weight Loss,Advanced
HIIT,17,Low,Flexibility,Intermediate
Pilates,59,Medium,Muscle Gain,Intermediate
Pilates,70,Medium,Flexibility,Beginner
HIIT,74,High,Endurance,Advanced
Swimming,46,Low,Endurance,Intermediate
Cycling,16,High,General Fitness,Advanced
Cardio,39,High,Endurance,Advanced
Pilates,45,High,Muscle Gain,Intermediate
Cycling,24,Medium,General Fitness,Advanced
Swimming,40,Low,General Fitness,Advanced
CrossFit,90,High,Weight Loss,Intermediate
Cycling,39,Low,General Fitness,Intermediate
Cardio,78,High,Flexibility,Advanced
HIIT,71,Medium,Muscle Gain,Advanced
Pilates,17,High,General Fitness,Beginner
Swimming,86,High,Muscle Gain,Intermediate
Yoga,59,Low,Weight Loss,Beginner
HIIT,21,High,Flexibility,Intermediate
Pilates,49,Medium,Endurance,Advanced
Yoga,41,Medium,Flexibility,Advanced
Running,35,Low,Weight Loss,Beginner
Pilates,52,Low,Muscle Gain,Advanced
Boxing,82,High,Endurance,Beginner
Yoga,19,Low,Muscle Gain,Advanced
CrossFit,88,Medium,Muscle Gain,Advanced
Boxing,80,Low,Endurance,Intermediate
Strength Training,34,High,General Fitness,Advanced
Boxing,44,Medium,Flexibility,Advanced
Pilates,60,Medium,General Fitness,Advanced
Running,43,High,Endurance,Intermediate
Boxing,69,Low,Flexibility,Beginner
Cycling,27,Low,General Fitness,Beginner
Swimming,56,Medium,Endurance,Advanced
Yoga,62,High,Flexibility,Beginner
Boxing,42,High,General Fitness,Advanced
